Article,Best Topic,Likelihood,Keywords
2923,3,0.1618566618566618,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2924,10,0.21553884711779456,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2925,3,0.13397901533494755,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2926,3,0.27455357142857145,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2927,10,0.17745675049045836,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2928,1,0.15504535147392282,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
2929,10,0.31930601698043565,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2930,3,0.1942937512557766,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2931,3,0.08963585434173664,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2932,3,0.08791208791208788,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2933,3,0.22071050642479215,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2934,10,0.0994897959183673,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2935,5,0.2085137085137085,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
2936,8,0.272138680033417,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
2937,10,0.11948051948051945,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2938,4,0.18966908797417267,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2939,10,0.10944026733500414,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2940,10,0.1651305683563748,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2941,3,0.1509281678773204,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2942,3,0.12958152958152955,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2943,3,0.13076341647770218,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2944,3,0.12503480924533558,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2945,3,0.16017316017316016,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2946,8,0.22248677248677245,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
2947,3,0.09552154195011332,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2948,9,0.3257659653008491,"spokesman, state, today, official, source, government, ship, strike, work, day"
2949,3,0.35160575858250276,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2950,3,0.20366300366300372,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2951,3,0.10714285714285711,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2952,3,0.18231922398589065,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2953,10,0.12503052503052503,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
2954,3,0.12776476710902943,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2955,9,0.4969172241899515,"spokesman, state, today, official, source, government, ship, strike, work, day"
2956,3,0.30897009966777406,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2957,1,0.10615079365079363,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
2958,9,0.13520408163265307,"spokesman, state, today, official, source, government, ship, strike, work, day"
2959,12,0.1898348565015232,"buy, analyst, firm, market, investment, sell, give, make, base, add"
2960,13,0.16787732041969328,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2961,8,0.26224392891059567,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
2962,4,0.21533393231506437,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2963,3,0.10523221634332738,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2964,9,0.5001150218541524,"spokesman, state, today, official, source, government, ship, strike, work, day"
2965,13,0.1954096954096955,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2966,8,0.1175778953556731,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
2967,3,0.08963585434173664,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2968,3,0.12063492063492061,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2969,9,0.22941468253968256,"spokesman, state, today, official, source, government, ship, strike, work, day"
2970,9,0.2099334357398873,"spokesman, state, today, official, source, government, ship, strike, work, day"
2971,9,0.2083648274124464,"spokesman, state, today, official, source, government, ship, strike, work, day"
2972,5,0.24559082892416226,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
2973,3,0.22543972543972546,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2974,3,0.1464773043720412,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2975,3,0.20611577964519143,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
2976,9,0.30960914831882574,"spokesman, state, today, official, source, government, ship, strike, work, day"
2977,0,0.21273291925465845,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
2978,13,0.1382047071702244,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2979,7,0.2301081791527651,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
2980,9,0.20511234796949082,"spokesman, state, today, official, source, government, ship, strike, work, day"
2981,5,0.2543492063492064,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
2982,1,0.11741682974559688,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
2983,2,0.1179957926945879,"year, dlrs, end, expect, report, early, total, month, period, week"
2984,13,0.26871367854974415,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2985,13,0.1729998396665064,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2986,13,0.17917675544794187,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2987,0,0.22036322036322042,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
2988,9,0.36975772765246445,"spokesman, state, today, official, source, government, ship, strike, work, day"
2989,2,0.13422035480859013,"year, dlrs, end, expect, report, early, total, month, period, week"
2990,13,0.1222892913033758,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
2991,9,0.29213103681188796,"spokesman, state, today, official, source, government, ship, strike, work, day"
2992,4,0.2216931216931217,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2993,9,0.2563932980599648,"spokesman, state, today, official, source, government, ship, strike, work, day"
2994,6,0.28647741147741146,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
2995,4,0.2536155202821869,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2996,4,0.21514837819185653,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2997,4,0.1910962301587302,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
2998,8,0.12230028623471244,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
2999,13,0.16475602586713703,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3000,5,0.31669928245270706,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3001,13,0.39502467653728157,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3002,10,0.197032436162871,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3003,3,0.1237087427563618,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3004,3,0.13687223523289094,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3005,1,0.12644605864944847,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3006,0,0.18632918632918635,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3007,0,0.36352173268061116,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3008,7,0.1745108896271687,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3009,2,0.15546858012611436,"year, dlrs, end, expect, report, early, total, month, period, week"
3010,11,0.20140760706798447,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3011,0,0.25816607634789457,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3012,5,0.2569027611044418,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3013,6,0.24007936507936511,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3014,8,0.1809835045129163,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3015,13,0.4405171003109148,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3016,9,0.20436507936507942,"spokesman, state, today, official, source, government, ship, strike, work, day"
3017,4,0.28676664035780053,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3018,9,0.2165831244778614,"spokesman, state, today, official, source, government, ship, strike, work, day"
3019,6,0.2663906142167011,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3020,1,0.20874728788397853,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3021,4,0.1971066907775769,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3022,8,0.17957544463568562,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3023,1,0.25083056478405324,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3024,10,0.16599408124831852,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3025,11,0.2842168313866427,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3026,3,0.28618113912231574,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3027,4,0.16378859236002094,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3028,8,0.1647083075654504,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3029,11,0.14462081128747795,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3030,1,0.2610229276895944,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3031,2,0.14955357142857142,"year, dlrs, end, expect, report, early, total, month, period, week"
3032,1,0.11951447245564895,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3033,3,0.3119488536155205,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3034,3,0.23997493734335842,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3035,3,0.2703296703296705,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3036,3,0.1261904761904762,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3037,2,0.08527855586679113,"year, dlrs, end, expect, report, early, total, month, period, week"
3038,5,0.2296411318150449,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3039,3,0.31559290382819816,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3040,1,0.16682228446934333,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3041,8,0.10755336617405581,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3042,6,0.2178699436763954,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3043,3,0.3803786574870913,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3044,4,0.1251803751803752,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3045,7,0.26288567861601564,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3046,10,0.11346266901822455,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3047,1,0.2118921642731166,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3048,3,0.19656084656084655,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3049,10,0.3864894795127352,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3050,10,0.28417107583774254,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3051,1,0.14656084656084653,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3052,10,0.13718820861678008,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3053,6,0.25751879699248126,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3054,1,0.13088276246170985,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3055,8,0.1272675736961451,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3056,8,0.12012987012987013,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3057,1,0.13654401154401152,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3058,10,0.2949160340464688,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3059,3,0.19469246031746032,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3060,1,0.1926910299003323,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3061,1,0.21482508861149643,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3062,10,0.10500610500610497,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3063,13,0.12329931972789109,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3064,10,0.10931416591793948,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3065,5,0.18389057750759877,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3066,13,0.11951447245564892,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3067,12,0.16767270288397046,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3068,5,0.21450771450771453,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3069,13,0.21584189231248063,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3070,3,0.3362727807172252,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3071,10,0.15736179529282976,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3072,1,0.1207963411353242,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3073,10,0.1587301587301587,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3074,3,0.29934879934879943,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3075,2,0.0874572051042639,"year, dlrs, end, expect, report, early, total, month, period, week"
3076,1,0.14617389244254914,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3077,13,0.42674603174603176,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3078,3,0.10512129380053907,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3079,3,0.33355379188712536,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3080,7,0.18085618085618088,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3081,1,0.18175720992622402,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3082,3,0.1471616895345709,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3083,10,0.19340659340659336,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3084,1,0.08745720510426389,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3085,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3086,3,0.25396825396825395,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3087,0,0.3468801313628899,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3088,10,0.13774549367769703,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3089,1,0.27851415480281466,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3090,8,0.12563895614743076,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3091,6,0.1717743202891718,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3092,3,0.14062935115566697,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3093,10,0.10286935286935284,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3094,3,0.37890424987199167,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3095,10,0.36523053665910804,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3096,10,0.21265172735760973,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3097,1,0.14040060468631896,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3098,10,0.1542745753272069,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3099,3,0.16502463054187191,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3100,6,0.32931484830219016,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3101,0,0.41487279843444236,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3102,11,0.20935960591133002,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3103,12,0.10968964700307986,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3104,1,0.13015873015873017,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3105,3,0.11674347158218126,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3106,3,0.14962269060629715,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3107,4,0.3602900930487138,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3108,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3109,10,0.11416361416361415,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3110,1,0.28843128843128846,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3111,8,0.18669690098261527,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3112,2,0.1316812439261419,"year, dlrs, end, expect, report, early, total, month, period, week"
3113,11,0.12959014451551767,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3114,7,0.0994897959183673,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3115,4,0.10512129380053907,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3116,7,0.15984797674938517,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3117,7,0.14889336016096577,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3118,10,0.17575339314469746,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3119,2,0.15186615186615185,"year, dlrs, end, expect, report, early, total, month, period, week"
3120,10,0.11544011544011541,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3121,10,0.13015873015873014,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3122,3,0.3222912353347136,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3123,8,0.1873015873015873,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3124,3,0.18546365914786972,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3125,10,0.2067963335568969,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3126,6,0.27085877085877086,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3127,1,0.1296005581719868,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3128,3,0.26270991488382794,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3129,6,0.3389529724933451,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3130,4,0.10714285714285711,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3131,7,0.10331890331890328,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3132,2,0.11521620142309798,"year, dlrs, end, expect, report, early, total, month, period, week"
3133,10,0.24939874939874945,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3134,10,0.15997023809523808,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3135,4,0.17460317460317465,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3136,3,0.21085050935797203,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3137,3,0.10317460317460311,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3138,1,0.18828960155490762,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3139,5,0.2755705832628909,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3140,13,0.17537746806039492,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3141,0,0.2530676573229764,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3142,3,0.18546365914786972,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3143,1,0.16558441558441558,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3144,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3145,10,0.1191594008495417,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3146,5,0.1779645191409897,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3147,10,0.1155202821869488,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3148,10,0.16770186335403728,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3149,10,0.25374469036440866,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3150,11,0.4268461007591442,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3151,3,0.2383219954648527,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3152,10,0.1326375298978039,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3153,5,0.2912239275875639,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3154,3,0.12169312169312164,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3155,5,0.2988550611501431,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3156,2,0.1512006512006512,"year, dlrs, end, expect, report, early, total, month, period, week"
3157,1,0.2059082892416226,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3158,11,0.3082539682539682,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3159,10,0.4380641145347027,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3160,12,0.09905937683715459,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3161,3,0.17309145880574453,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3162,3,0.2157287157287157,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3163,5,0.41046502353035025,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3164,4,0.3121055651176134,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3165,11,0.19571656413761673,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3166,3,0.10317460317460311,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3167,2,0.16597653554175298,"year, dlrs, end, expect, report, early, total, month, period, week"
3168,7,0.11769991015274034,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3169,10,0.16137566137566134,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3170,8,0.3199294532627866,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3171,2,0.16558441558441558,"year, dlrs, end, expect, report, early, total, month, period, week"
3172,10,0.18156502367028682,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3173,3,0.10317460317460314,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3174,10,0.13687223523289094,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3175,1,0.15336765336765334,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3176,13,0.3071755543665656,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3177,3,0.24748490945674043,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3178,3,0.20611577964519143,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3179,11,0.27447325312093995,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3180,5,0.21293070073557885,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3181,4,0.1493170911775563,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3182,0,0.10372194854953473,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3183,4,0.3147936507936508,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3184,4,0.14415820973198024,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3185,13,0.13520408163265307,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3186,11,0.4472859102488732,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3187,11,0.2960584983056894,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3188,11,0.2531656857499554,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3189,3,0.14796879203658866,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3190,5,0.19755799755799763,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3191,7,0.09905937683715457,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
3192,2,0.1653796653796654,"year, dlrs, end, expect, report, early, total, month, period, week"
3193,3,0.1709183673469387,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3194,2,0.14481409001956946,"year, dlrs, end, expect, report, early, total, month, period, week"
3195,4,0.13283208020050127,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3196,3,0.21218755701514325,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3197,4,0.2797955340328222,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3198,4,0.16759431045145332,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3199,1,0.13038548752834467,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3200,10,0.13553671087917663,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3201,2,0.1436429357221436,"year, dlrs, end, expect, report, early, total, month, period, week"
3202,4,0.10742630385487531,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3203,4,0.11139455782312924,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3204,4,0.3507348618459729,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3205,6,0.14265364265364266,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3206,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
3207,6,0.1291005291005291,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3208,6,0.22241118669690102,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3209,9,0.20990950897492963,"spokesman, state, today, official, source, government, ship, strike, work, day"
3210,6,0.18126592200666275,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3211,6,0.23647243775039303,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3212,13,0.22850165707308567,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3213,11,0.14528478057889824,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
3214,12,0.2567077592458303,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3215,9,0.13776030289791757,"spokesman, state, today, official, source, government, ship, strike, work, day"
3216,4,0.1529982363315697,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3217,4,0.1363095238095238,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3218,8,0.13803496081977096,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
3219,6,0.3036354326676907,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3220,1,0.18489918489918492,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3221,12,0.17373342030876274,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3222,5,0.13737017440721144,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
3223,12,0.10544217687074826,"buy, analyst, firm, market, investment, sell, give, make, base, add"
3224,2,0.16363211951447246,"year, dlrs, end, expect, report, early, total, month, period, week"
3225,1,0.14729014729014736,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
3226,3,0.15306122448979584,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
3227,6,0.16617675876935137,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3228,2,0.12958626073380172,"year, dlrs, end, expect, report, early, total, month, period, week"
3229,9,0.18969810146280738,"spokesman, state, today, official, source, government, ship, strike, work, day"
3230,10,0.17476514415289932,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
3231,13,0.10317460317460315,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
3232,4,0.1256235827664399,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3233,6,0.20421245421245424,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
3234,4,0.2745896079229413,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3235,4,0.27096834789142477,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
3236,1,0.12178434592227695,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
